Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
05_500624305_0135_1_2,Repairs and Maintenance - Prosthesis - Major,135,Customised Prosthetics (includes Orthotics),5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_500933306_0103_1_2,Repairs and Maintenance - Bathing And Toileting AT,103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501200307_0105_1_2,Repairs and Maintenance - Wheeled Mobility Minor,105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501200308_0105_1_2,Repairs and Maintenance - Wheeled Mobility Major,105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_501212373_0109_1_2,Repairs and Maintenance - Vehicle Modification,109,Vehicle Modifications,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501224309_0105_1_2,Tyre - Wheeled mobility,105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501224310_0105_1_2,Wheelchair or Scooter - Battery or Charger,105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_501236025_0105_1_2,Repairs and Maintenance - Transfer AT,105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501288435_0105_1_2,Repairs and Maintenance – Mobility and Transfer - After-Hours,105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_501812311_0103_1_2,Repairs and Maintenance - Electric Bed,103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_502200312_0124_1_2,Repairs and Maintenance - Communication Cognitive or ECU AT,124,Communication And Information Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_502206151_0122_1_2,Repairs and Maintenance - Hearing AT,122,Hearing Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_502218315_0113_1_2,Repairs and Maintenance - Vision AT,113,Vision Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_503000316_0112_1_2,Repairs and Maintenance - Specialised Recreation AT,112,Assistive Equipment For Recreation,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_702288440_0124_1_2,Programming/Customisation - For Electronic Equipment,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,H,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_711000080_0103_1_2,Delivery - Personal Care and Safety AT,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0105_1_2,Delivery - Personal Mobility and Transfer AT,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0109_1_2,Delivery - Vehicle modifications AT,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0112_1_2,Delivery - Recreation AT,112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0113_1_2,Delivery - Vision AT,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0119_1_2,Delivery - Specialised Hearing AT,119,Specialised Hearing Services,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0122_1_2,Delivery - Hearing AT,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0123_1_2,Delivery - Household Tasks or Control AT,123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0124_1_2,Delivery - Communication and Information AT,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_711000080_0135_1_2,Delivery - Prosthesis or Orthosis,135,Customised Prosthetics (includes Orthotics),5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_800188834_0103_1_2,Early Childhood Flexible AT Package 1,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_800288834_0103_1_2,Early Childhood Flexible AT Package 2,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_800388834_0103_1_2,Early Childhood Flexible AT Package 3,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_801288834_0103_1_2,Flexible AT Package - For Changing Need,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_900101111_0130_1_2,Assistance Dog (Including Dog Guide),130,Assistance Animals,5,5,Assistive Technology,Assistive Technology,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_123615401_0111_2_2,HM - Ceiling Hoist,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_180000111_0111_2_2,HM Rental - Bathroom Toilet Ramp,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182100401_0111_2_2,MHM - Electrical and Door Automation,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182400121_0111_2_2,HM - Access - Minor Door or Step Modification,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
06_182409401_0111_2_2,MHM - External Door,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182409402_0111_2_2,MHM - Internal Door,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182415401_0111_2_2,MHM - Flooring,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182488377_0111_2_2,HM - Bathroom/Toilet - Structural work,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_182488378_0111_2_2,HM - Kitchen or Laundry - Structural Work,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_182490112_0111_2_2,HM - Building Works Project Management,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_182495121_0111_2_2,CHM - Deposit,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_182495221_0111_2_2,CHM - Progress Stage,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_182495321_0111_2_2,CHM - Practical Completion,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_182495322_0111_2_2,MHM - Practical Completion,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182495401_0111_2_2,MHM - Bathroom,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182495402_0111_2_2,MHM - Kitchen,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182495405_0111_2_2,MHM - Laundry,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182495407_0111_2_2,MHM - Other works including Bedroom,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182495413_0111_2_2,MHM - Toilet Replacement,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182495414_0111_2_2,MHM - Cabinetry Alterations,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_182495421_0111_2_2,HM - Certification and Compliance Approval,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_182499311_0111_2_2,HM - Design Consultation with Builder,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_183003384_0111_2_2,HM - Elevator,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_183010387_0111_2_2,HM - Stair Climber or Stair / Platform Lift,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_183018404_0111_2_2,MHM - Ramp,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_183018405_0111_2_2,HM - Ramp - Structural,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_183090401_0111_2_2,MHM - Pathway - External,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_270303401_0111_2_2,MHM - Airconditioning,111,Home Modification Design And Construction,6,6,Home Modifications and Specialised Disability Accommodation (SDA),Home Modifications,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,131,Specialised Disability Accommodation,6,17,Home Modifications and Specialised Disability Accommodation (SDA),Specialised Disability Accommodation (SDA),E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,131,Specialised Disability Accommodation,6,17,Home Modifications and Specialised Disability Accommodation (SDA),Specialised Disability Accommodation (SDA),E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,Y,N,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$140.19,$150.21,Y,Y,Y,Y,N,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,132,Support Coordination,7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$266.75,$285.80,Y,Y,Y,Y,N,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$147.60,$158.15,Y,Y,Y,N,N,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$116.16,$116.16,$116.16,$116.16,$116.16,$116.16,$116.16,$116.16,$162.62,$174.24,Y,Y,Y,N,N,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$118.31,$118.31,$118.31,$118.31,$118.31,$118.31,$118.31,$118.31,$165.63,$177.47,Y,Y,Y,N,N,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$148.36,$148.36,$148.36,$148.36,$148.36,$148.36,$148.36,$148.36,$207.70,$222.54,Y,Y,Y,N,N,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$191.29,$191.29,$191.29,$191.29,$191.29,$191.29,$191.29,$191.29,$267.81,$286.94,Y,Y,Y,N,N,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20240701,99991231,$234.23,$234.23,$234.23,$234.23,$234.23,$234.23,$234.23,$234.23,$327.92,$351.35,Y,Y,Y,N,N,Price Limited Supports
07_501_0106_6_3,Activity Based Transport,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,117,Development Of Daily Living And Life Skills,7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,132,Support Coordination,7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,8,Improved Living Arrangements,Improved Living Arrangements,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,N,N,Price Limited Supports
08_590_0106_2_3,Activity Based Transport,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,8,Improved Living Arrangements,Improved Living Arrangements,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,8,Improved Living Arrangements,Improved Living Arrangements,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,9,Increased Social and Community Participation,Increased Social and Community Participation,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,N,N,Price Limited Supports
09_008_0116_6_3,Innovative Community Participation,116,Innovative Community Participation,9,9,Increased Social and Community Participation,Increased Social and Community Participation,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
09_009_0117_6_3,Skills Development And Training,117,Development Of Daily Living And Life Skills,9,9,Increased Social and Community Participation,Increased Social and Community Participation,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,N,N,Price Limited Supports
09_011_0125_6_3,Community Participation Activities,125,"Participation In Community, Social And Civic Activities",9,9,Increased Social and Community Participation,Increased Social and Community Participation,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
09_590_0106_6_3,Activity Based Transport,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,9,Increased Social and Community Participation,Increased Social and Community Participation,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
09_591_0117_6_3,Activity Based Transport,117,Development Of Daily Living And Life Skills,9,9,Increased Social and Community Participation,Increased Social and Community Participation,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
09_799_0106_6_3,Provider travel - non-labour costs,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,9,Increased Social and Community Participation,Increased Social and Community Participation,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
09_799_0117_6_3,Provider travel - non-labour costs,117,Development Of Daily Living And Life Skills,9,9,Increased Social and Community Participation,Increased Social and Community Participation,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_002_0106_8_3,Support Coordination Level 2: Coordination of Supports (B),106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20240701,99991231,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$140.19,$150.21,Y,Y,Y,Y,N,Price Limited Supports
10_011_0128_5_3,Employment Related Assessment And Counselling,128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
10_016_0102_5_3,Employment Assistance,102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,Y,N,Price Limited Supports
10_021_0102_5_3,School Leaver Employment Supports,102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
10_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20240701,99991231,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$147.60,$158.15,Y,Y,Y,N,N,Price Limited Supports
10_590_0102_5_3,Activity Based Transport,102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_590_0133_5_3,Activity Based Transport,133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_599_0133_5_3,Centre Capital Cost,133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20240701,99991231,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$3.63,$3.89,N,N,Y,N,N,Price Limited Supports
10_799_0102_5_3,Provider travel - non-labour costs,102,Assistance to Access and Maintain Employment or higher education,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
